Category,Customer Name,Product Name,Sub-Category,Profit,Sales
Office Supplies,Andrew Gjertsen,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",Paper,4.0768,11.648
Office Supplies,Andrew Gjertsen,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Paper,5.9072,18.176
Office Supplies,Andrew Gjertsen,Eldon Simplefile Box Office,Storage,5.9712,59.712
Office Supplies,Andrew Gjertsen,Avery 489,Labels,8.694,24.84
Office Supplies,Steven Cartwright,Round Ring Binders,Binders,-3.432,2.08
Technology,Steven Cartwright,Bose SoundLink Bluetooth Speaker,Phones,376.11,1114.4
Furniture,Jas O'Carroll,"Bevis Round Bullnose 29"" High Table Top",Tables,51.942,1038.84
Office Supplies,Tracy Blumstein,Easy-staple paper,Paper,47.844,141.76
Technology,Tracy Blumstein,Microsoft Arc Touch Mouse,Accessories,47.96,239.8
Office Supplies,Tracy Blumstein,Xerox 216,Paper,10.8864,31.104
Office Supplies,Alan Haines,GBC VeloBinder Electric Binding Machine,Binders,-169.372,254.058
Office Supplies,Alan Haines,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Appliances,24.316,194.528
Office Supplies,Alan Haines,Premier Automatic Letter Opener,Supplies,-204.3145,961.48
Office Supplies,Nick Zandusky,Advantus SlideClip Paper Clips,Fasteners,6.6836,19.096
Office Supplies,Nick Zandusky,Avery 512,Labels,6.2424,18.496
Technology,Nick Zandusky,Logitech Wireless Gaming Headset G930,Accessories,54.3966,255.984
Furniture,Nick Zandusky,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Bookcases,-48.7032,86.97
Furniture,Kelly Lampkin,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furnishings,78.8592,300.416
Furniture,Kelly Lampkin,Global Deluxe Office Fabric Chairs,Chairs,20.1558,230.352
Furniture,Kelly Lampkin,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furnishings,-24.5646,218.352
Office Supplies,Kelly Lampkin,Ibico Laser Imprintable Binding System Covers,Binders,-62.88,78.6
Office Supplies,Kelly Lampkin,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Fasteners,9.2988,27.552
Office Supplies,Jonathan Doherty,Xerox 223,Paper,15.552,32.4
Office Supplies,Jonathan Doherty,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Storage,10.8248,1082.48
Office Supplies,Jonathan Doherty,Xerox 1939,Paper,27.3168,56.91
Furniture,Jonathan Doherty,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furnishings,38.024,77.6
Office Supplies,Jonathan Doherty,Avery Premier Heavy-Duty Binder with Round Locking Rings,Binders,6.5688,14.28
Furniture,Jonathan Howell,BPI Conference Tables,Tables,-131.445,219.075
Furniture,Alan Schoenberger,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furnishings,12.864,26.8
Office Supplies,Ken Brennan,Newell 350,Art,2.8536,9.84
Office Supplies,Corey Roper,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Binders,20.9208,45.48
Office Supplies,Corey Roper,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Art,83.868,289.2
Office Supplies,Shahid Hopkins,Faber Castell Col-Erase Pencils,Art,2.0049,4.89
Furniture,Ben Peterman,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furnishings,3.5948,15.136
Furniture,Ben Peterman,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Chairs,52.5114,466.768
Furniture,Ben Peterman,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furnishings,1.7136,15.232
Office Supplies,Ben Peterman,Avery 509,Labels,2.0358,6.264
Furniture,Thomas Seio,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furnishings,37.6422,87.54
Technology,Andy Gerbode,AT&T 1070 Corded Phone,Phones,22.298,178.384
Office Supplies,Andy Gerbode,Xerox 21,Paper,5.4432,15.552
Office Supplies,Sung Pak,"Boston School Pro Electric Pencil Sharpener, 1670",Art,8.6744,99.136
Furniture,Nathan Mautz,DMI Arturo Collection Mission-style Design Wood Chair,Chairs,24.1568,135.882
Technology,Nathan Mautz,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,Machines,1995.99,3991.98
Technology,Nathan Mautz,Panasonic Kx-TS550,Phones,80.0226,275.94
Technology,Nathan Mautz,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Accessories,129.6,360
Office Supplies,Nathan Mautz,"Trav-L-File Heavy-Duty Shuttle II, Black",Storage,13.071,43.57
Office Supplies,Frank Atkinson,OIC Binder Clips,Fasteners,3.58,7.16
Office Supplies,Grace Kelly,Ibico Laser Imprintable Binding System Covers,Binders,81.744,251.52
Technology,Grace Kelly,Logitech Wireless Headset h800,Accessories,34.9965,99.99
Furniture,Don Jones,Telescoping Adjustable Floor Lamp,Furnishings,0.9995,15.992
Technology,Patrick O'Brill,Aastra 57i VoIP phone,Phones,-67.8762,290.898
Office Supplies,Patrick O'Brill,"File Shuttle II and Handi-File, Black",Storage,3.389,54.224
Furniture,Patrick O'Brill,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Chairs,-258.5016,786.744
Office Supplies,Patrick O'Brill,Round Specialty Laser Printer Labels,Labels,33.831,100.24
Office Supplies,Patrick O'Brill,GBC Premium Transparent Covers with Diagonal Lined Pattern,Binders,-27.6936,37.764
Technology,John Lucas,AT&T 841000 Phone,Phones,-20.7,82.8
Office Supplies,John Lucas,Ibico Recycled Grain-Textured Covers,Binders,-13.816,20.724
Office Supplies,John Lucas,Wilson Jones Custom Binder Spines & Labels,Binders,-3.4272,4.896
Office Supplies,Doug Bickford,Storex Dura Pro Binders,Binders,1.6038,4.752
Technology,Doug Bickford,Hewlett Packard LaserJet 3310 Copier,Copiers,335.9944,959.984
Office Supplies,Doug Bickford,Avery Non-Stick Binders,Binders,4.49,14.368
Office Supplies,Alyssa Crouse,Tuff Stuff Recycled Round Ring Binders,Binders,2.7956,7.712
Furniture,Alyssa Crouse,Hon 5100 Series Wood Tables,Tables,-17.4588,698.352
Office Supplies,Ken Lonsdale,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Fasteners,2.3312,4.96
Office Supplies,Jonathan Doherty,Newell 314,Art,1.116,17.856
Office Supplies,Jonathan Doherty,Fellowes PB200 Plastic Comb Binding Machine,Binders,-407.976,509.97
Office Supplies,Jonathan Doherty,Staples,Fasteners,10.0724,30.992
Technology,Jonathan Doherty,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Phones,8.3916,71.928
Office Supplies,Chad Sievert,Fellowes Super Stor/Drawer,Storage,-2.22,88.8
Technology,Clay Cheatham,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Phones,4.7976,47.976
Office Supplies,Tamara Dahlen,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Art,3.0996,7.56
Office Supplies,Tamara Dahlen,Easy-staple paper,Paper,11.5432,24.56
Office Supplies,Tamara Dahlen,"BIC Brite Liner Highlighters, Chisel Tip",Art,4.1472,12.96
Technology,Adam Bellavance,Sabrent 4-Port USB 2.0 Hub,Accessories,2.3086,6.79
Office Supplies,Adam Bellavance,Xerox 1881,Paper,11.5432,24.56
Office Supplies,Adam Bellavance,Acco Hanging Data Binders,Binders,1.0668,3.048
Office Supplies,Adam Bellavance,Xerox 1881,Paper,23.0864,49.12
Office Supplies,Adam Bellavance,GBC DocuBind P400 Electric Binding System,Binders,1415.4296,4355.168
Furniture,Jeremy Lonsdale,Sauder Barrister Bookcases,Bookcases,-4.8588,388.704
Office Supplies,Jeremy Lonsdale,"#10 Gummed Flap White Envelopes, 100/Box",Envelopes,3.7996,8.26
Office Supplies,Jeremy Lonsdale,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Art,6.9864,17.04
Office Supplies,Jeremy Lonsdale,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Paper,15.824,34.4
Office Supplies,Heather Kirkland,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Paper,11.325,36.24
Office Supplies,Victoria Brennan,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Appliances,168.4384,647.84
Office Supplies,Victoria Brennan,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Labels,9.936,20.7
Office Supplies,Katrina Willman,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Labels,9.936,20.7
Furniture,Katrina Willman,Global Ergonomic Managers Chair,Chairs,86.8704,488.646
Office Supplies,Katrina Willman,Newell 333,Art,1.4456,5.56
Furniture,Katrina Willman,Eldon Wave Desk Accessories,Furnishings,20.7328,47.12
Office Supplies,Julia Dunbar,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Storage,8.4784,211.96
Office Supplies,Michael Kennedy,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Binders,10.44,23.2
Office Supplies,Michael Kennedy,Staple remover,Supplies,0.1472,7.36
Office Supplies,Michael Kennedy,Pizazz Global Quick File,Storage,29.3412,104.79
Furniture,Michael Kennedy,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Bookcases,271.4192,1043.92
Office Supplies,Guy Thornton,Xerox 1930,Paper,9.396,25.92
Office Supplies,Guy Thornton,File Shuttle I and Handi-File,Storage,4.6746,53.424
Office Supplies,Arthur Gainer,Wilson Jones Custom Binder Spines & Labels,Binders,-5.712,8.16
Technology,Arthur Gainer,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Accessories,179.1888,1023.936
Office Supplies,Arthur Gainer,Newell 324,Art,0.924,9.24
Technology,Arthur Gainer,Microsoft Natural Keyboard Elite,Accessories,-29.94,479.04
Office Supplies,Muhammed MacIntyre,Xerox 1960,Paper,30.98,99.136
Furniture,Allen Rosenblatt,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Tables,-297.6848,1488.424
Office Supplies,Russell Applegate,Holmes Odor Grabber,Appliances,-20.3322,8.652
Office Supplies,Russell Applegate,Akro-Mils 12-Gallon Tote,Storage,2.6811,23.832
Office Supplies,Russell Applegate,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Binders,-18.8728,12.176
Office Supplies,Alejandro Savely,Southworth Structures Collection,Paper,25.48,50.96
Office Supplies,Alejandro Savely,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Binders,17.3376,49.536
Technology,Laura Armstrong,Sony 32GB Class 10 Micro SDHC R40 Memory Card,Accessories,8.799,41.9
Furniture,Denny Ordway,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Tables,-157.0095,375.4575
Technology,Denny Ordway,Logitech Media Keyboard K200,Accessories,-1.0497,83.976
Technology,Dean Katz,Lexmark MarkNet N8150 Wireless Print Server,Machines,-337.638,482.34
Furniture,Dean Katz,3M Hangers With Command Adhesive,Furnishings,0.777,2.96
Office Supplies,Nathan Gelder,Crayola Colored Pencils,Art,0.4264,2.624
Office Supplies,Mike Vittorini,"Angle-D Binders with Locking Rings, Label Holders",Binders,7.884,23.36
Technology,Mike Vittorini,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Accessories,13.5932,39.98
Technology,Jack Garza,Nortel Meridian M3904 Professional Digital phone,Phones,27.7182,246.384
Technology,Jack Garza,Canon PC1080F Personal Copier,Copiers,701.9883,1799.97
Office Supplies,Bart Pistole,Wilson Jones Century Plastic Molded Ring Binders,Binders,-20.5623,12.462
Office Supplies,Victor Preis,Tuf-Vin Binders,Binders,25.5798,75.792
Office Supplies,Saphhira Shifley,2300 Heavy-Duty Transfer File Systems by Perma,Storage,9.4924,49.96
Office Supplies,Saphhira Shifley,Xerox 1958,Paper,6.2208,12.96
Office Supplies,Harold Pawlan,"Acme 10"" Easy Grip Assistive Scissors",Supplies,21.036,70.12
Office Supplies,Anna Gayman,Super Decoflex Portable Personal File,Storage,3.5952,35.952
Furniture,Anna Gayman,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Bookcases,-317.1528,2396.2656
Office Supplies,Anna Gayman,"Contico 72""H Heavy-Duty Storage System",Storage,-32.784,131.136
Technology,Anna Gayman,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Accessories,0.7198,57.584
Office Supplies,Luke Foster,Xerox 1974,Paper,3.4684,9.568
Office Supplies,Stephanie Phelps,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Art,9.768,39.072
Office Supplies,Roy Französisch,Staple holder,Appliances,9.6957,35.91
Technology,Keith Herrera,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Accessories,37.7895,179.95
Technology,Keith Herrera,Sharp AL-1530CS Digital Copier,Copiers,434.9913,1199.976
Office Supplies,Keith Herrera,"Wirebound Message Book, 4 per Page",Paper,13.3035,27.15
Furniture,Keith Herrera,"Bevis Round Conference Table Top, X-Base",Tables,-112.9527,1004.024
Office Supplies,Keith Herrera,"Wirebound Service Call Books, 5 1/2"" x 4""",Paper,4.6464,9.68
Office Supplies,Keith Herrera,Self-Adhesive Removable Labels,Labels,13.608,28.35
Office Supplies,Keith Herrera,Xerox 1908,Paper,27.4302,55.98
Furniture,Keith Herrera,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Bookcases,31.4548,1336.829
Furniture,Keith Herrera,Novimex High-Tech Fabric Mesh Task Chair,Chairs,-18.4548,113.568
Office Supplies,Kimberly Carter,Xerox 191,Paper,65.7342,139.86
Furniture,Kimberly Carter,Global Deluxe Office Fabric Chairs,Chairs,26.8744,307.136
Office Supplies,Caroline Jumper,Bulldog Vacuum Base Pencil Sharpener,Art,25.8984,95.92
Furniture,Philip Brown,Bevis Steel Folding Chairs,Chairs,38.38,383.8
Office Supplies,Victoria Brennan,Xerox 1987,Paper,2.8322,5.78
Office Supplies,Sung Pak,American Pencil,Art,2.7028,9.32
Office Supplies,Sung Pak,"White Envelopes, White Envelopes with Clear Poly Window",Envelopes,7.015,15.25
Technology,Joel Eaton,KeyTronic 6101 Series - Keyboard - Black,Accessories,56.5662,196.752
Furniture,Michael Paige,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",Furnishings,14.7056,56.56
Office Supplies,Michael Paige,Crate-A-Files,Storage,8.502,32.7
Furniture,Natalie Fritzler,Hon Multipurpose Stacking Arm Chairs,Chairs,225.264,866.4
Furniture,Janet Molinari,Coloredge Poster Frame,Furnishings,11.076,28.4
Office Supplies,Janet Molinari,GBC VeloBinder Manual Binding System,Binders,138.2016,287.92
Technology,Shirley Daniels,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",Machines,30.0957,69.99
Office Supplies,Ken Heidel,Design Ebony Sketching Pencil,Art,0.5004,6.672
Office Supplies,Ross Baird,GBC ProClick 150 Presentation Binding System,Binders,-145.3508,189.588
Technology,Ross Baird,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Accessories,76.6395,408.744
Technology,Ross Baird,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Accessories,54.7425,291.96
Office Supplies,Ross Baird,Woodgrain Magazine Files by Perma,Storage,-0.7748,4.768
Office Supplies,Dave Brooks,Letter Size Cart,Storage,207.147,714.3
Office Supplies,Mike Kennedy,Insertable Tab Post Binder Dividers,Binders,-3.6892,4.812
Technology,Mike Kennedy,Belkin QODE FastFit Bluetooth Keyboard,Accessories,-18.585,247.8
Technology,Philisse Overcash,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Machines,43.1991,1007.979
Office Supplies,Philisse Overcash,Xerox 1908,Paper,113.6394,313.488
Office Supplies,Brenda Bowman,Xerox 1897,Paper,11.5536,31.872
Furniture,Cynthia Voltz,Global Deluxe Steno Chair,Chairs,2.3094,207.846
Furniture,Pete Kriz,Aluminum Document Frame,Furnishings,3.666,12.22
Office Supplies,Pete Kriz,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Storage,23.3928,194.94
Office Supplies,Pete Kriz,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Storage,20.5755,70.95
Office Supplies,Pete Kriz,"Xerox Color Copier Paper, 11"" x 17"", Ream",Paper,42.0256,91.36
Furniture,Pete Kriz,Office Star - Ergonomically Designed Knee Chair,Chairs,29.1528,242.94
Office Supplies,Pete Kriz,Avery 520,Labels,10.584,22.05
Furniture,Troy Blackwell,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furnishings,1.3677,2.91
Office Supplies,Raymond Buch,Newell 345,Art,15.4752,59.52
Office Supplies,Raymond Buch,Fellowes Bankers Box Recycled Super Stor/Drawer,Storage,9.7164,161.94
Office Supplies,Raymond Buch,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Art,71.2476,263.88
Office Supplies,Raymond Buch,50 Colored Long Pencils,Art,7.9248,30.48
Office Supplies,Raymond Buch,Newell 342,Art,2.8536,9.84
Technology,Raymond Buch,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Phones,9.1312,35.12
Furniture,Ed Braxton,Chromcraft Rectangular Conference Tables,Tables,-75.8304,284.364
Office Supplies,Ed Braxton,Deluxe Rollaway Locking File with Drawer,Storage,66.5408,665.408
Technology,Ken Heidel,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Accessories,24.9132,63.88
Furniture,Sanjit Chand,"Global Geo Office Task Chair, Gray",Chairs,-24.294,129.568
Furniture,Natalie Fritzler,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Chairs,-96.1146,747.558
Office Supplies,Natalie Fritzler,Staple envelope,Envelopes,3.348,8.928
Office Supplies,Joseph Holt,3M Office Air Cleaner,Appliances,36.372,103.92
Technology,Joseph Holt,Logitech G700s Rechargeable Gaming Mouse,Accessories,377.9622,899.91
Office Supplies,Joseph Holt,Acco D-Ring Binder w/DublLock,Binders,18.6006,51.312
Furniture,Tanja Norvell,Eldon Wave Desk Accessories,Furnishings,7.068,23.56
Furniture,Tanja Norvell,Bush Advantage Collection Racetrack Conference Table,Tables,-814.4832,1272.63
Office Supplies,Tanja Norvell,Poly Designer Cover & Back,Binders,-20.889,28.485
Office Supplies,Tanja Norvell,Premier Electric Letter Opener,Supplies,-34.758,185.376
Office Supplies,Tanja Norvell,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Appliances,5.8704,78.272
Furniture,Joni Sundaresam,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furnishings,-312.0614,254.744
Furniture,David Smith,Bush Mission Pointe Library,Bookcases,-36.2352,205.3328
Office Supplies,Craig Carreira,Cardinal Hold-It CD Pocket,Binders,-7.9002,4.788
Office Supplies,Maya Herman,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Paper,26.6304,55.48
Office Supplies,Jeremy Pistek,SAFCO Boltless Steel Shelving,Storage,3.4092,340.92
Furniture,Jeremy Pistek,"Sauder Mission Library with Doors, Fruitwood Finish",Bookcases,10.4784,222.666
Technology,Jeremy Pistek,Samsung Galaxy Note 3,Phones,87.996,703.968
Office Supplies,Jeremy Pistek,"Decoflex Hanging Personal Folder File, Blue",Storage,24.9804,92.52
Office Supplies,Jeremy Pistek,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Paper,28.819,62.65
Office Supplies,Jeremy Pistek,Xerox 1912,Paper,45.528,94.85
Technology,Kristen Hastings,Cisco SPA525G2 IP Phone - Wireless,Phones,7.182,95.76
Furniture,Jeremy Ellison,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furnishings,19.296,40.2
Office Supplies,John Grady,Prang Colored Pencils,Art,6.615,14.7
Office Supplies,John Grady,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Storage,84.51,704.25
Technology,Xylona Preis,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,Accessories,1.9089,9.09
Office Supplies,Erin Mull,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Art,1.6688,5.96
Technology,Erin Mull,Logitech G602 Wireless Gaming Mouse,Accessories,57.5928,159.98
Office Supplies,Michelle Tran,Alphabetical Labels for Top Tab Filing,Labels,14.8,29.6
Furniture,Michelle Tran,O'Sullivan Living Dimensions 2-Shelf Bookcases,Bookcases,-30.245,514.165
Technology,Michelle Tran,iHome FM Clock Radio with Lightning Dock,Phones,17.4975,279.96
Technology,Sue Ann Reed,Apple iPhone 5S,Phones,341.994,2735.952
Technology,Carl Weiss,Square Credit Card Reader,Phones,0.5994,7.992
Technology,Carl Weiss,Logitech M510 Wireless Mouse,Accessories,10.3974,63.984
Office Supplies,Carl Weiss,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Art,6.1572,70.368
Office Supplies,Astrea Jones,Fellowes Officeware Wire Shelving,Storage,8.983,449.15
